"국가별","항목","단위","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월","2023.12 월",
"홍콩","대출금리","","5","5","5","5","5","5","5","5","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5.125","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5.125","5.125","5.375","5.625","5.625","5.625","5.625","5.625","5.75","5.75","5.875","5.875","5.875","5.875","5.875","5.875",
"인도","할인율","","6.25","6.25","6.25","6.25","6.25","6.5","6.5","6.75","6.75","6.75","6.75","6.75","6.75","6.5","6.5","6.25","6.25","6","6","5.65","5.65","5.4","5.4","5.4","5.4","5.4","4.65","4.65","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.65","5.15","5.15","","","","","","","","","","","","","","","","","",
"인도","시장금리","","5.88464","5.92554","5.94993","5.90222","5.91209","6.10112","6.16107","6.35616","6.46231","6.44793","6.40222","6.4666","6.38976","6.30231","6.24236","6.08806","5.94106","5.77223","5.61881","5.37793","5.33579","5.08714","5.04238","5.04835","4.95996","4.97542","4.94119","4.15874","3.83275","3.5678","3.47254","3.4303","3.41045","3.34296","3.15247","3.17935","3.18585","3.23307","3.22867","3.1925","3.19191","3.13599","3.1784","3.19431","3.1875","3.26326","3.29569","3.34588","3.47845","3.27082","3.32031","3.47625","4.03135","4.4911","4.78612","","","","","","","","","","","","","","","","","",
"인도","대출금리","","9.45","9.45","9.45","9.45","9.45","9.45","9.45","9.45","9.45","9.45","9.45","9.5","9.5","9.5","9.48","9.48","9.48","9.48","9.45","9.45","9.45","9.425","9.45","9.45","9.4","9.4","9.4","9.4","9.1","9.05","9.05","9.05","9.05","9","9","8.9","8.8","8.8","8.8","8.8","8.7","8.7","8.7","8.7","8.63","8.6","8.6","8.55","8.53","8.53","8.5","8.5","8.5","8.68","8.73","","","","","","","","","","","","","","","","","",
"인도네시아","중앙은행 정책 금리","","4.25","4.25","4.25","4.25","4.75","5.25","5.25","5.5","5.75","5.75","6","6","6","6","6","6","6","6","5.75","5.5","5.25","5","5","5","5","4.75","4.5","4.5","4.5","4.25","4","4","4","4","3.75","3.75","3.75","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.75","4.25","4.75","5.25","5.5","5.75","5.75","5.75","5.75","5.75","5.75","5.75","5.75","5.75","6","6","6",
"인도네시아","예금금리","","6.03","5.97","5.88","5.83","5.79","5.83","5.99","6.12","6.26","6.42","6.59","6.84","6.91","6.91","6.85","6.83","6.79","6.79","6.78","6.71","6.56","6.48","6.35","6.3","6.25","6.18","6.09","5.92","5.85","5.73","5.66","5.52","5.13","4.78","4.56","4.38","4.33","4.16","3.96","3.84","3.75","3.64","3.56","3.5","3.41","3.36","3.29","3.19","3.14","3.05","3.02","2.99","2.98","2.97","2.97","3","3.06","3.38","3.77","4.19","4.34","4.41","4.42","4.4","4.51","4.5","4.59","4.63","4.73","4.82","5","5.26",
"인도네시아","외환예금금리","","1.56","1.58","1.65","1.78","1.88","1.93","2.1","2.32","2.35","2.44","2.52","2.6","2.75","2.8","2.85","2.73","2.68","2.67","2.73","2.68","2.61","2.46","2.42","2.45","2.37","2.34","2.12","2.01","1.88","1.97","1.95","1.83","1.57","1.33","1.13",".99",".89",".73",".69",".68",".67",".67",".62",".56",".55",".53",".5",".49",".48",".47",".48",".5",".51",".62",".78","1.04","1.58","1.89","2.35","2.68","3.08","3.18","3.38","3.27","3.34","3.39","3.58","3.9","3.97","4.11","4.26","4.59",
"인도네시아","대출금리","","10.72","10.69","10.59","10.53","10.51","10.49","10.55","10.48","10.59","10.47","10.48","10.34","10.52","10.55","10.51","10.5","10.43","10.39","10.39","10.36","10.29","10.22","10.2","10.03","10.08","10.01","9.91","9.68","9.54","9.43","9.41","9.38","9.37","9.32","9.25","9.15","9.21","9.17","9.06","9.03","8.96","8.96","8.94","8.87","8.81","8.75","8.72","8.59","8.62","8.58","8.59","8.49","8.48","8.4","8.42","8.42","8.46","8.58","8.6","8.6","8.75","8.89","8.95","8.92","8.93","8.93","8.95","8.96","9.02","9.05","8.91","8.86",
"인도네시아","외환대출금리","","3.91","3.94","4.08","4.9","4.13","4.17","4.2","4.23","4.25","4.29","4.33","4.31","4.49","4.5","4.51","4.54","4.39","4.47","4.45","4.4","4.31","4.36","4.34","4.34","4.32","4.25","4.05","3.96","3.82","3.67","3.49","3.38","3.37","3.36","3.35","3.4","3.38","3.35","3.28","3.27","3.24","3.19","3.18","3.11","3.1","3.1","3.05","2.99","2.96","2.99","3.07","3.06","3.24","3.54","3.91","4.11","4.56","4.8","5.12","5.51","5.56","5.61","5.67","5.69","5.81","5.94","6.04","6.1","6.16","6.22","6.23","6.28",
"이스라엘","중앙은행 정책 금리","",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".11",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".145",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".24167",".42742",".75","1.15323","1.41935","2","2.55645","2.86667","3.25","3.68548","3.85714","4.25","4.45","4.55645","4.75","4.75","4.75","4.75","4.75","4.75","4.75",
"이스라엘","할인율","",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".11007",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".25031",".14513",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".10005",".24203",".42846",".75281","1.16008","1.42995","2.02008","2.58987","2.90826","3.30324","3.75419","3.9325","4.34135","4.55027","4.66161","4.8643","4.8643","4.8643","4.8643","4.8643","4.8643","4.8643",
"이스라엘","초단기 국채율","",".12622",".1262",".1272",".14654",".18375",".17744",".1863",".20606",".21691",".26258",".28838",".46059",".42274",".31756",".29254",".33291",".37362",".3051",".29077",".20936",".18023",".16216",".12098",".13758",".15806",".14893",".18469",".10247",".04857",".03235",".02607",".03766",".0474",".02195",".02999",".03006","-.00169","-.009","-.00901",".00927",".02509",".02128",".01089",".0008","-.00001",".01395",".01545","-.00821",".02219",".168",".47335",".79517",".90655","1.38379","1.7187","1.98093","2.67942","3.08444","3.27674","3.55274","3.88608","4.23067","4.67493","4.62106","4.62527","4.76854","4.772","4.72906","4.75239","4.4371","4.13109","4.0537",
"이스라엘","예금금리","",".53668",".54728",".54807",".53595",".55101",".54949",".58448",".52384",".58888",".5518",".57909",".6523",".65404",".63152",".61236",".65404",".69269",".69284",".63183",".64621",".65167",".65641",".64894",".62361",".62313",".62062",".60366",".58703",".54475",".53526",".52511",".51147",".52345",".51441",".50076",".4938",".48397",".44614",".43204",".43667",".42133",".42817",".42995",".44082",".4507",".43964",".44777",".44915",".43728",".44018",".42932","","","","","","","","","","","","","","","","","","","","","",
"이스라엘","대출금리","","3.49173","3.53194","3.51614","3.46781","3.46582","3.44575","3.48849","3.40851","3.40608","3.41936","3.51433","3.57531","3.58935","3.59495","3.59179","3.55729","3.54843","3.51666","3.51527","3.48511","3.50788","3.50818","3.49397","3.49381","3.45961","3.46242","3.44353","3.39205","3.29325","3.2744","3.26345","3.21982","3.23502","3.22426","3.21985","3.20861","3.14941","3.20609","3.22884","3.15616","3.10862","3.1055","3.08888","3.06455","3.04579","3.04491","3.018","2.99226","2.95396","2.9782","2.94237","","","","","","","","","","","","","","","","","","","","","",
"일본","중앙은행 정책 금리","","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1","-.1",
"요르단","중앙은행 정책 금리","","3","3","3.25","3.25","3.25","3.5","3.5","3.5","3.5","3.75","3.75","4","4","4","4","4","4","4","4","3.75","3.5","3.25","3.25","3.25","3.25","3.25","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2.25","2.25","2.75","3.5","4.25","4.25","5","5","5.75","6.25","6.25","6.5","6.75","","","","","","","","","",
"요르단","할인율","","5","5","5.25","5.25","5.25","5.25","5.25","5.25","5.25","5.5","5.5","5.75","5.75","5.75","5.75","5.75","5.75","5.75","5.75","5.5","5.25","5","5","5","5","5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.75","3.75","4.25","4.75","5.5","5.5","6.25","6.25","7","7.5","7.5","7.75","8","","","","","","","","","",
"요르단","시장금리","","3.2","3.2","3.398","3.35","3.35","3.613","3.616","3.61","3.646","3.854","3.863","4.116","4.103","4.109","4.168","4.216","4.268","4.257","4.25","3.938","3.656","3.4","3.4","3.397","3.4","3.4","2.15","2.15","2.15","2.15","2.15","2.15","2.15","2.15","2.15","2.15","2.121","2.105","2.1","2.1","2.1","2.106","2.1","2.114","2.113","2.1","2.1","2.109","2.1","2.1","2.35","2.35","2.85","3.6","4.35","4.35","5.1","5.1","5.85","6.35","6.35","6.6","6.85","","","","","","","","","",
"요르단","저축율","",".55",".61",".59",".57",".54",".82",".79",".8",".72",".72",".7",".71",".69",".73",".7",".72",".71",".69",".69",".69",".69",".69",".68",".63",".36",".32",".3",".35",".34",".34",".37",".33",".35",".33",".33",".34",".31",".33",".35",".35",".33",".33",".34",".33",".35",".33",".35",".27",".28",".37",".34",".38",".32",".35",".3",".36",".31",".38",".35",".41",".33",".37",".37","","","","","","","","","",
"요르단","예금금리","","3.92","3.95","3.99","4.1","4.38","4.48","4.54","4.58","4.57","4.63","4.67","4.73","4.82","4.86","4.88","4.92","4.93","4.97","5.01","5.07","4.98","4.95","4.9","4.92","4.77","4.74","4.54","4.29","4.08","4.02","3.9","3.81","3.7","3.69","3.71","3.65","3.54","3.5","3.43","3.37","3.42","3.39","3.42","3.43","3.4","3.44","3.45","3.45","3.51","3.55","3.53","3.58","3.57","3.62","3.74","3.87","3.88","4.09","4.4","4.61","4.84","5.12","5.12","","","","","","","","","",
"요르단","대출금리","","8.69","8.78","8.75","8.8","8.66","8.52","8.65","8.61","8.57","8.59","8.63","8.69","8.72","8.82","8.69","8.75","8.74","8.81","8.69","8.69","8.76","8.65","8.2","8.46","8.06","8.06","8.23","8.08","7.39","7.29","7.08","7.08","7.13","7.05","7.15","7.17","7.13","7.15","7.11","7.1","7.05","7.07","6.8","6.98","6.98","6.99","7","6.83","6.91","6.93","6.93","6.9","7","7.1","7.27","7.48","7.57","7.87","8.12","8.34","8.68","8.85","8.97","","","","","","","","","",
"카자흐스탄","중앙은행 정책 금리","","9.75","9.75","9.5","9.25","9.25","9","9","9","9","9.25","9.25","9.25","9.25","9.25","9.25","9","9","9","9","9","9.25","9.25","9.25","9.25","9.25","9.25","12","9.5","9.5","9.5","9","9","9","9","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"카자흐스탄","기준금리","","9.75","9.75","9.5","9.25","9.25","9","9","9","9","9.25","9.25","9.25","9.25","9.25","9.25","9","9","9","9","9","9.25","9.25","9.25","9.25","9.25","9.25","12","9.5","9.5","9.5","9","9","9","9","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대한민국","중앙은행 정책 금리","","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.5","1.5","1.5","1.25","1.25","1.25","1.25","1.25",".75",".75",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".75",".75",".75","1","1","1.25","1.25","1.25","1.5","1.75","1.75","2.25","2.5","2.5","3","3.25","3.25","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"대한민국","할인율","",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".25",".75",".75","1","1.25","1.25","1.5","1.75","1.75","2","2","2","2","2","2","2","2","2","2","2","2",
"대한민국","시장금리","","1.5","1.49","1.49","1.48","1.5","1.49","1.49","1.5","1.54","1.52","1.51","1.77","1.76","1.76","1.76","1.75","1.75","1.76","1.63","1.51","1.52","1.36","1.28","1.28","1.27","1.24",".98",".74",".7",".48",".48",".51",".48",".5",".5",".51",".49",".49",".49",".48",".48",".51",".53",".56",".77",".75",".8","1.024","1.181","1.211","1.25","1.297","1.504","1.751","1.953","2.262","2.535","2.917","3.166","3.333","3.298","3.438","3.386","3.451","3.583","3.564","3.51","3.539","3.595","3.518","3.569","3.635",
"대한민국","예금금리","","1.94","1.96","2.03","2","2.01","2.01","1.98","1.98","2.01","2.07","2.15","2.17","2.15","2.07","2.06","1.99","1.97","1.9","1.81","1.6","1.64","1.63","1.72","1.69","1.62","1.51","1.37","1.34","1.19","1.02",".93",".91","1","1","1.02","1.02",".98",".94",".94",".93",".92","1.06","1.1","1.17","1.32","1.46","1.74","1.8","1.84","1.92","1.94","2.11","2.25","2.74","3.34","3.36","3.84","4.52","4.96","4.64","4.16","3.72","3.69","3.52","3.61","3.77","3.81","3.75","3.91","4.12","4.18","3.89",
"대한민국","대출금리","","3.69","3.68","3.67","3.65","3.68","3.65","3.67","3.63","3.61","3.64","3.66","3.72","3.73","3.7","3.66","3.65","3.62","3.49","3.4","3.19","3.31","3.2","3.18","3.22","3.19","3.08","2.91","2.8","2.82","2.72","2.7","2.63","2.66","2.66","2.71","2.74","2.72","2.74","2.77","2.74","2.72","2.77","2.77","2.87","2.96","3.07","3.23","3.25","3.45","3.51","3.5","3.57","3.68","3.9","4.21","4.52","4.71","5.26","5.64","5.56","5.46","5.32","5.17","5.01","5.12","5.17","5.11","5.1","5.17","5.24","5.26","5.14",
"대한민국","정부채","","2.6","2.703","2.688","2.612","2.691","2.603","2.49","2.356","2.245","2.297","2.183","1.988","1.967","1.947","1.918","1.847","1.795","1.607","1.482","1.258","1.441","1.556","1.704","1.612","1.585","1.463","1.396","1.412","1.301","1.282","1.246","1.231","1.328","1.34","1.422","1.463","1.459","1.471","1.688","1.736","1.811","1.858","1.819","1.785","1.904","2.256","2.31","2.144","2.416","2.632","2.733","3.222","3.288","3.705","3.393","3.385","4.027","4.522","4.388","3.929","3.643","3.609","3.601","3.403","3.539","3.762","3.858","4.001","4.141","4.485","4.117","3.636",
"쿠웨이트","할인율","","2.75","2.75","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2.75","2.75","2.75","2.75","2.75","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.75","1.75","2","2.25","2.5","2.75","3","3","3","3.5","4","4","4","4","4","4","4.25","4.25","4.25","4.25","4.25","4.25",
"쿠웨이트","시장금리","","1.76135","1.76385","1.7708","1.8765","1.856","1.8472","1.9022","1.90275","1.87815","1.928","1.9706","2.0313","2.3466","2.4743","2.539","2.5476","2.563","2.559","2.5978","2.6771","2.7048","2.74595","2.6297","2.622","2.62325","2.51655","2.199","1.7642","1.61285","1.5639","1.4717","1.4441","1.49005","1.4479","1.32245","1.31115","1.3125","1.3507","1.3665","1.372","1.375","1.375","1.375","1.375","1.375","1.375","1.375","1.375","1.375","1.375","1.446","1.5625","1.7188","1.8892","2.0234","2.33835","2.5438","3.0536","3.7159","3.875","3.9389","4.0919","4.125","4.125","4.125","4.0846","4.0658","4.1521","4.1447","4.144","4.1875","4.1875",
"쿠웨이트","예금금리","","1.6118","1.6019","1.6071","1.601","1.6083","1.6371","1.6508","1.6929","1.701","1.7362","1.768","1.8067","1.8426","1.8583","1.8692","1.8501","1.8294","1.836","1.9028","1.9056","1.9512","1.9347","1.9446","1.952","1.9401","1.8921","1.7943","1.6578","1.5891","1.5622","1.5582","1.5367","1.5105","1.5021","1.4794","1.4582","1.4363","1.4231","1.3873","1.3853","1.3892","1.3846","1.3855","1.3987","1.4094","1.4059","1.3944","1.4163","1.4084","1.4079","1.3991","1.3972","1.4206","1.4555","1.5033","1.5953","1.6731","1.8143","2.0211","2.1453","2.2622","2.3401","2.4062","2.4465","2.5301","2.534","2.5325","2.5628","2.5599","2.588","2.609","2.6116",
"쿠웨이트","대출금리","","4.9892","4.7627","4.799","4.8132","4.8044","4.8126","4.8095","4.8201","4.8171","4.8261","4.8362","4.8339","4.8271","4.8266","4.8275","4.8394","4.8345","4.8312","4.7901","4.8363","4.8322","4.7667","4.7718","4.7498","4.7412","4.7453","4.5286","4.0843","4.0412","3.992","3.9676","3.9369","3.861","3.957","3.9268","3.897","3.8655","3.8544","3.824","3.7926","3.7805","3.6317","3.6209","3.6138","3.6278","3.6477","3.6147","3.598","3.5797","3.5515","3.6571","3.6591","3.7163","3.828","3.9072","4.0261","4.1432","4.2017","4.2394","4.444","4.6331","4.7076","4.7942","4.8239","4.8611","4.8759","4.9844","4.7925","5.0283","5.0787","5.1122","5.1329",
"키르기스스탄","중앙은행 정책 금리","","5","5","5","5","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.5","4.5","4.5","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","4.25","5","5","5","5","5","5","5","5","5","5","5","5","5.5","5.5","6.5","6.5","6.5","7.5","7.5","7.5","7.5","8","8","8","8.5","14","14","14","14","14","14","14","14","13","13","13","13","13","13","13","13","13","13","13","13","13","13",
"키르기스스탄","시장금리","","","","","","","","","","","","","","","","2.3","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"키르기스스탄","초단기 국채율","","6.26429","6.08444","6.40311","6.57","6.25","5.96","5.385","4.78742","4.62","4.95043","4.86","","4.89","","4.755","4.635","4.71781","4.5","4.74638","5.20732","5.63102","5.62748","5.59917","5.66","5.57739","6.17262","6","5.56446","","5.93043","","","","5.95","","","5.92","5.92","","","5.92","5.92","","8.18","8.45","8","8","8.5","8.46476","8.95","","","","7.19281","","","","","8.40625","8.4","8.48","8.48","8.45","","","","","","","","","",
"키르기스스탄","저축율","","10.82737","10.29343","10.2109","9.94863","10.91461","9.84238","10.03353","10.20628","9.71948","9.88483","9.67125","9.86317","9.69329","9.75717","9.59263","9.41157","9.68353","9.08682","9.65276","9.51611","9.21027","9.23181","9.43794","9.05031","9.18822","9.08858","8.56208","9.27596","9.4292","9.49512","8.85548","9.9146","8.77626","9.11152","9.10682","8.37181","9.2395","9.25441","9.21722","9.62952","10.79185","11.43269","10.76624","11.11488","10.77237","9.3562","10.50303","10.33006","10.10629","10.39818","11.85355","11.97607","13.0343","13.33062","12.51923","12.5696","11.87155","11.31775","11.27179","11.81738","10.80916","10.72693","10.43225","11.49765","11.68508","10.73651","11.9473","12.08368","12.34482","11.97278","11.80344","12.32547",
"키르기스스탄","외환저축율","","4.00344","3.29683","3.17795","3.5918","3.85506","3.44384","3.14857","3.1976","3.48826","3.53211","2.89765","3.38307","3.26658","3.42761","2.70235","3.32346","3.55938","3.63391","3.3629","3.43399","2.98982","3.48747","2.76168","3.66241","2.54083","2.98574","3.10666","2.91654","2.98093","2.99886","2.83826","2.82365","2.74616","2.9302","2.80936","3.09027","3.36699","2.76822","2.70318","2.63695","2.89468","2.49335","2.51335","2.40335","2.25536","2.19358","2.06485","2.57197","2.32785","2.52149","2.31462","2.57449","2.58086","2.66945","2.35168","2.0477","2.73862","1.56687","1.65279","1.68736","1.54368","1.8448","1.10766","1.82942","1.60563","1.65382","1.48435","3.90764","2.7478","2.78894","1.58932","2.76225",
"키르기스스탄","예금금리","","2.96399","2.66988","2.50669","2.42454","2.77429","2.38707","2.39959","2.47614","2.25755","2.31222","2.3631","1.5005","1.8421","1.67471","1.32689","1.53202","1.47319","1.57983","1.51037","1.58","1.58765","1.5053","1.50339","1.41036","1.77922","1.528","1.08838","1.17884","1.55293","1.4649","1.2647","1.66248","1.29877","1.19025","1.23089","1.17665","1.23673","1.18821","1.0136","1.10811","1.37859","1.72235","1.26251","1.39736","1.36749","1.2942","1.23701","1.25335","1.23052","1.24325","1.3353","1.5816","1.56543","1.73526","1.79546","1.47827","1.40017","1.16342","1.11623","1.18652","1.15614","1.22732","1.13433","1.31486","1.2029","1.33314","1.44771","1.37717","1.32254","1.33804","1.35672","1.37846",
"키르기스스탄","외환예금금리","",".5038",".51585",".34554",".34887",".58224",".36445",".26168",".4137",".32789",".2795",".21705",".22017",".18369",".28657",".16843",".2287",".21977",".20711",".19108",".32246",".18641",".30124",".27865",".48476",".29539",".35321",".41873",".26969",".39161",".32617",".3578",".25019",".28056",".2943",".324",".49522",".40986",".3536",".2643",".24367",".29242",".2434",".25462",".20215",".22005",".18493",".18307",".43534",".2159",".23488",".20616",".17654",".16855",".165",".18319",".21355",".14671",".1465",".14324",".16109",".14165",".19068",".11515",".28325",".16302",".18284",".13198",".1521",".15493",".19583",".181",".19193",
"키르기스스탄","대출금리","","20.5404","19.40014","18.90631","17.55105","19.15021","18.10173","19.95472","19.81013","20.40304","20.31682","20.45354","19.5701","20.13306","19.3129","17.6309","18.27335","18.32543","18.45106","19.01474","19.22711","19.34739","19.14266","20.16663","18.93582","19.45272","19.54807","17.70233","14.07179","16.01774","16.66035","16.21152","16.08042","17.16155","16.45445","17.95172","17.11652","16.64495","17.45776","15.85066","15.93102","15.67735","16.43668","17.06537","17.3651","17.31904","17.67497","16.68939","15.35964","18.6435","17.70846","17.44968","19.47229","19.43738","19.14922","19.41444","19.96342","18.91275","18.08861","17.92238","17.81745","17.98093","17.20755","17.38115","18.94786","19.38138","19.42773","20.05543","20.338","19.94867","18.32733","20.36231","19.91204",
"키르기스스탄","외환대출금리","","10.47694","9.75043","9.73513","9.48515","9.84332","9.35672","9.61696","9.71596","9.98786","9.63035","9.33732","9.5707","9.42113","9.5868","10.02166","9.6746","10.03728","9.62583","9.43245","9.19712","9.48212","9.55715","9.64493","9.05451","8.55342","9.03711","8.95725","8.70583","8.78193","8.66739","8.53464","8.75647","8.78917","8.92059","8.44889","8.21707","7.72994","8.35872","8.02533","7.70859","7.66512","7.99461","8.50075","8.44946","8.30356","8.26891","7.64161","5.23338","8.45799","8.49824","8.09852","8.04095","8.05838","8.2784","8.08739","8.17986","7.98889","8.3577","8.30208","8.15728","8.45194","8.97011","8.36337","8.3813","8.75066","8.56589","8.75535","8.91374","9.1553","8.5634","7.10396","8.99214",
"키르기스스탄","정부채","","13.92308","13.51455","11.24274","13.62727","12.26162","9.94667","12.45286","11.19231","9.32818","13.05","9.75567","","9.69096","9.92706","10.27608","9.03755","10.02117","9.44842","11.04309","10.22075","11.07442","9.6099","11.51289","11.78426","11.48701","9.92653","10.5581","","11.83","9.70209","11.9","10.97929","11.49144","10.74873","11.89361","10.84173","10.66923","10.27221","10.6187","10.10822","11.23015","11.48889","11.8","8.2783","11.5","11.18097","12.32662","13.32563","12.5","12.5797","14.94534","14.80511","15.29374","14.87675","15.33835","15.26868","15.42943","16.17368","16.25439","16.10829","16.29629","15.75247","16.47849","16.17059","14.08649","16.21663","16.55","13.34058","13.35923","16.25811","16.26381","16.30543",
"레바논","할인율","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"레바논","초단기 국채율","","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","4.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"레바논","예금금리","","7.01","7.03","7.2","7.22","7.29","7.3","7.57","7.65","8.09","8.45","8.74","9.13","9.68","9.96","9.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"레바논","대출금리","","8.56","8.67","8.95","8.99","8.65","8.82","8.66","8.81","9.31","9.6","10.15","9.97","10.41","10.55","10.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"마카오","시장금리","",".95654",".73525","1.02813","1.30908","1.02196","2.00925","1.7075","1.52939","2.2759","1.34518","1.14304","2.2717","1.03481",".95357","1.69554","2.12429","1.96946","2.55295","1.9909","1.94072","1.89568","1.80125","2.1865","2.66688","2.04304","1.68116","2.05704","1.22715","1.06595",".46192",".27509",".38058",".48901",".40581",".1204",".18505",".17128",".14586",".14372",".1069",".09929",".12097",".10188",".1008",".09902",".0961",".11714",".20516",".19786",".18008",".31531",".21183",".20015",".85375","1.29895","1.7527","2.65006","3.1068","4.25549","4.35101","2.87442","3.01247","3.20867","3.31047","4.50283","4.91938","5.25477","3.72699","5.36327","4.86392","5.52295","5.32342",
"마카오","예금금리","",".06234",".06488",".0695",".06823",".08636",".09609",".09236",".09192",".10835",".12018",".1508",".24525",".24967",".22059",".20367",".21636",".20268",".19626",".2086",".21334",".31369",".27291",".28036",".30925",".29294",".31199",".259",".21756",".18563",".15589",".17532",".16858",".16566",".19239",".19448",".17427",".16467",".16139",".15781",".16948",".16994",".14631",".16642",".15965",".14726",".17916",".1845",".16364",".1489",".14467",".16931",".18067",".16697",".1902",".22245",".2727",".30235",".31285",".3965",".5838",".75129",".70384",".59677",".54072",".58307",".58961",".5958",".60959",".58119",".59128",".68211",".79712",
